# Array shape: (128, 64)
#
0.137313 0.148710 -0.051502 -0.036817 -0.158270 0.143682 0.082526 -0.159143 0.082189 0.159431 0.035987 -0.105270 -0.083309 -0.069575 0.102776 0.098767 -0.035633 -0.018793 0.028534 -0.062051 0.124016 0.073074 -0.034643 0.080883 -0.187146 -0.042690 -0.062787 0.170662 0.021360 -0.099321 -0.145296 0.053128 -0.059286 0.075529 0.146317 -0.035741 0.019808 -0.048284 -0.008240 0.022153 -0.022409 0.079859 0.021236 0.080781 0.018759 0.144914 0.116209 0.105314 -0.102977 0.014220 -0.001003 -0.017073 -0.127606 -0.028775 0.060631 -0.046919 0.174014 -0.024865 0.087160 -0.055270 -0.025428 0.126057 0.186228 -0.101581
-0.082956 0.252882 -0.096672 -0.008571 -0.044461 0.086616 -0.094587 0.037885 0.057595 0.105421 0.032520 0.052479 -0.030057 0.195770 0.062718 -0.090062 -0.122537 -0.165705 -0.059116 -0.250651 0.110099 0.061458 -0.090566 0.081048 -0.002330 0.020992 0.189925 -0.125359 -0.017069 0.084978 0.100196 0.019697 0.005870 -0.030118 0.019396 0.075961 -0.120736 0.086014 -0.064429 0.088062 -0.252683 0.110825 0.042441 -0.062705 -0.110459 0.042212 0.010488 0.103792 -0.181019 -0.028928 0.002390 -0.036151 -0.071436 -0.017914 -0.156281 0.296446 -0.128896 -0.092540 0.096017 0.055823 0.136652 0.090837 -0.045933 -0.027550
0.139500 0.005491 -0.053412 -0.036729 -0.045825 0.046655 0.039444 -0.213409 -0.058628 0.090495 -0.025921 -0.078924 0.111358 0.055770 -0.208097 -0.014096 0.121578 -0.051157 -0.039671 -0.016208 -0.098187 0.014291 0.006412 -0.212594 0.000251 0.132313 0.019178 -0.096943 0.163267 -0.062246 0.130147 0.065368 0.095200 -0.214403 -0.156359 -0.060556 -0.160859 0.210430 -0.020593 0.012832 -0.062451 -0.152785 -0.183293 -0.064334 0.164127 0.083613 -0.100127 -0.013210 -0.025203 -0.000969 -0.069550 -0.019464 -0.002321 0.041838 -0.014901 0.196211 -0.114286 0.090824 0.035306 0.173634 0.028711 0.001205 0.033409 -0.002767
-0.056608 -0.048722 -0.148934 -0.048140 -0.071028 -0.125606 0.068090 -0.073681 -0.023489 0.021363 -0.020209 -0.124126 0.143076 0.007949 -0.042763 0.122738 -0.020801 -0.141211 -0.158199 0.008182 0.041934 0.010222 0.144012 -0.042990 0.011594 0.011468 -0.073090 -0.070116 0.119552 0.112042 -0.193461 0.000585 0.009396 -0.096832 -0.080123 -0.043725 -0.020492 0.040145 0.033639 0.020949 0.059759 0.090361 -0.152165 0.018873 0.042510 0.157307 -0.024956 0.067240 0.057512 -0.025433 -0.029526 -0.075574 -0.047766 0.148700 -0.106690 -0.157473 0.089743 -0.013220 -0.033896 -0.051219 0.049929 -0.050794 -0.091418 -0.048109
0.142072 0.074103 -0.018980 0.132629 -0.045367 0.060167 0.098265 -0.127821 0.106188 -0.033537 -0.039453 -0.082264 0.180061 0.186877 0.096286 0.023217 0.115298 -0.034976 -0.042365 -0.103341 -0.144473 -0.130399 -0.068914 -0.093144 -0.015959 0.044281 -0.014559 0.073859 -0.004655 -0.031664 0.113721 0.190393 -0.045011 -0.046216 0.141246 -0.071234 -0.028358 0.035181 -0.032600 0.122681 0.123521 0.079197 -0.075853 -0.030280 0.020450 0.105271 -0.154859 0.121760 0.064953 -0.011097 0.193262 0.199126 0.141541 0.140758 -0.073466 -0.038237 -0.121301 0.132010 0.005257 0.042746 -0.024563 -0.094143 -0.154235 0.175227
-0.129831 -0.053317 0.128270 0.079059 -0.057762 0.068946 -0.084527 0.081426 0.029441 0.162219 0.089134 -0.049593 -0.035032 0.089291 0.001443 0.132257 -0.102719 -0.005473 0.112932 0.038860 -0.065701 0.073926 0.070005 0.005622 0.083190 0.048196 0.031683 0.074434 0.106201 -0.040009 0.025703 -0.029000 0.031927 0.072777 0.082517 0.059537 0.047569 -0.108750 0.179635 0.086341 0.014253 -0.146381 0.115142 -0.067299 0.130546 -0.176422 0.078720 0.129999 0.094859 -0.067767 -0.010022 -0.113980 -0.131132 -0.125186 0.020893 -0.076577 -0.010138 -0.058989 0.079221 0.071294 0.009236 -0.079585 -0.198546 0.067300
-0.084742 -0.120339 0.065868 -0.104614 0.048152 0.157981 0.045810 0.015114 -0.027461 0.063154 0.054044 0.112889 0.037141 0.033501 0.042030 -0.050679 -0.053296 0.025369 -0.078697 0.034721 0.025490 0.042800 -0.075856 -0.055767 0.074470 -0.036252 0.154798 -0.164373 -0.066611 0.177989 0.005197 -0.070000 -0.089945 -0.057342 -0.051857 -0.083001 0.010678 -0.076670 0.172872 0.147654 -0.020107 -0.105548 -0.142039 0.093695 -0.057824 0.095090 0.056645 -0.045500 0.109940 0.195504 0.085491 -0.112814 -0.066241 -0.208490 0.041158 0.116756 -0.012737 0.030904 -0.029052 0.172581 0.072671 -0.045533 -0.056549 -0.016453
-0.014748 0.112782 -0.167427 0.045268 -0.163081 -0.163855 -0.070122 -0.144033 -0.152135 -0.093578 -0.072431 0.040459 0.108951 -0.031722 0.170260 -0.002494 0.153731 -0.147988 0.042057 0.080029 0.066933 -0.012411 -0.002134 0.082140 -0.058545 0.024662 -0.056995 0.073861 -0.049753 0.001594 -0.051387 0.054828 0.050230 0.189641 0.021574 -0.008906 0.039505 -0.075734 -0.009177 -0.096055 -0.037132 -0.055229 -0.136003 0.070388 0.059851 -0.164269 -0.098754 0.043920 0.038754 -0.037864 -0.174116 0.127856 -0.053209 -0.156306 0.126902 -0.028815 0.082226 0.032574 -0.039671 0.106164 -0.021403 0.096684 0.052844 0.040167
0.143062 0.047118 0.115167 -0.008649 0.113384 0.085969 -0.127651 0.115177 -0.023464 0.119819 0.178407 0.089872 0.023094 0.123206 -0.087315 -0.016536 -0.152441 -0.093087 -0.011869 -0.024348 -0.110287 0.030028 -0.039997 -0.033374 0.087860 0.228242 0.174018 0.169040 0.066612 -0.061984 -0.062106 0.071243 0.073281 0.080156 -0.000491 -0.111871 0.089727 0.095660 0.008579 0.087399 -0.103834 -0.053998 -0.014280 -0.047412 -0.133416 -0.027194 0.070431 -0.064289 -0.114378 -0.014638 0.030800 -0.049372 -0.106296 0.184556 -0.067671 -0.003607 0.001215 -0.077015 0.026030 0.144453 0.077547 -0.103601 0.142340 0.007994
-0.019499 0.065756 0.046513 0.010902 -0.186120 -0.103025 -0.062443 0.030721 -0.029220 -0.078099 -0.098387 0.110154 0.090432 -0.036109 0.147064 -0.062524 -0.152738 0.028258 0.154717 0.118324 0.121122 -0.052731 0.121374 -0.003920 -0.027356 0.010190 0.066001 0.036365 0.086696 -0.191767 0.044661 0.024852 -0.038349 0.177421 0.030103 0.066524 0.087188 -0.108183 0.030244 0.033389 0.054175 0.065155 -0.096975 -0.092901 0.033978 -0.030884 -0.035372 -0.042465 0.109892 0.155677 -0.138105 0.079215 -0.059854 -0.026557 -0.002300 -0.096908 -0.054357 0.051703 -0.117908 0.055548 -0.187626 0.045777 0.115884 -0.112086
