# Array shape: (256, 128)
#
-0.075877 -0.023168 -0.023445 -0.063520 0.033424 0.202969 -0.021397 0.074412 0.051503 0.018525 0.035657 0.006978 0.137637 0.018150 0.005028 -0.104319 0.142611 -0.108368 -0.114096 0.175708 0.061752 -0.048726 0.067033 -0.109633 -0.159608 -0.047434 0.003735 0.017403 0.051556 -0.049953 -0.134223 -0.124010 0.004327 -0.087790 0.046741 -0.190675 0.056538 -0.033124 0.072294 0.052541 0.065587 -0.058988 -0.102915 -0.114034 0.122537 0.034666 0.004831 0.060584 0.065003 -0.006375 0.070040 -0.144731 0.082753 -0.015015 -0.063862 0.050905 0.136193 -0.009600 -0.026681 -0.166860 0.191666 0.105771 -0.006183 -0.094225 0.193510 0.073874 0.025344 0.150826 -0.060458 0.160604 0.095306 -0.017668 0.043605 0.062802 -0.161975 0.030153 0.136746 0.166189 0.022066 -0.136689 -0.057405 0.134776 0.005659 0.050162 -0.017730 0.032780 -0.088475 0.083985 0.008012 0.089580 0.140736 -0.077742 -0.044647 -0.091668 0.010181 0.038380 0.027129 -0.096782 0.090340 0.121227 0.122206 -0.024326 -0.043340 -0.159037 0.097521 -0.090227 -0.112168 0.164425 0.141080 0.043636 -0.015183 -0.014242 0.032579 0.024224 0.115400 -0.170942 -0.052192 -0.048252 0.022007 0.148773 0.071379 0.109630 -0.092687 0.065151 0.129183 -0.161417 -0.045686 -0.127171
-0.050537 -0.041003 -0.030650 -0.035210 0.072047 -0.029598 -0.000516 0.028823 -0.050715 -0.028894 0.014143 0.090392 -0.032320 -0.064862 -0.009157 -0.062177 -0.006650 0.066386 0.150911 -0.174742 -0.176322 -0.085932 -0.025208 0.150093 0.091237 0.031367 -0.093635 -0.094210 0.015387 -0.009028 -0.021989 0.039144 -0.022434 -0.070673 0.096315 0.039750 -0.116870 -0.185479 -0.082999 -0.041160 -0.047045 0.012566 0.016035 -0.049021 0.113594 0.107381 -0.064222 -0.007156 -0.023963 -0.034701 0.126463 0.048168 -0.003368 0.106727 0.166960 -0.013675 -0.037570 0.064131 -0.040624 0.016784 0.028934 -0.074882 -0.124953 0.093241 -0.095756 0.101343 -0.187652 -0.070430 0.114569 -0.185446 -0.031234 0.006923 -0.009339 0.059606 -0.002041 0.078770 0.063935 -0.105952 -0.047336 0.090325 0.034274 0.098189 -0.060544 -0.046218 0.094710 0.018255 0.110222 -0.116999 0.119869 -0.034262 0.025217 -0.108842 -0.098067 -0.012907 0.107510 0.008422 -0.159233 0.061707 0.039636 -0.027737 0.105605 -0.056415 0.146987 -0.019857 -0.075278 -0.082117 0.064862 0.067401 -0.101426 -0.091042 0.112015 -0.186312 0.101044 -0.115138 -0.030750 -0.060327 0.031739 -0.107714 0.142781 -0.062601 -0.009539 0.135455 -0.051074 0.015410 0.010953 -0.074574 0.061591 0.139383
0.120646 0.101610 -0.092126 -0.148930 0.000164 0.013426 0.141750 -0.152175 -0.061045 0.039988 0.036403 -0.019744 -0.003212 0.014316 -0.012645 -0.005437 0.074192 -0.008877 0.116506 -0.094791 0.028795 -0.118765 0.117543 0.013803 0.002741 -0.036497 0.151539 0.151205 -0.036257 -0.139008 -0.084065 -0.025091 -0.052572 0.085983 0.061033 -0.168315 0.199090 -0.057328 0.000718 0.042078 0.061371 0.037239 -0.060518 0.091877 0.162595 -0.094809 0.126160 -0.099011 0.112563 -0.018788 -0.021810 0.019832 0.017391 0.052973 -0.074664 0.059969 -0.069802 -0.019187 -0.055630 0.021146 0.060447 -0.055416 0.092692 -0.050706 -0.051064 -0.185515 0.077160 -0.019727 0.103580 0.112281 0.042451 -0.012405 0.071722 0.137938 0.032155 0.074517 0.100752 -0.012284 0.168545 0.012359 -0.192110 0.018006 -0.006823 0.102745 -0.012112 -0.043428 -0.129850 0.027925 0.060622 -0.075649 -0.052050 -0.126034 -0.066288 -0.076482 0.159734 -0.068754 -0.038501 0.185908 0.029881 0.170072 0.048272 -0.081530 -0.062636 0.032211 0.172524 -0.156657 0.121002 -0.026870 -0.071244 0.194282 0.099025 0.064207 0.019057 -0.132838 -0.069335 -0.051783 0.163988 -0.039619 -0.090928 0.047887 0.003013 0.106810 -0.087607 0.088301 0.090993 0.016296 0.032666 -0.021010
0.049627 0.070343 0.021554 -0.015334 0.059689 0.069999 -0.063128 0.018498 -0.035251 -0.005707 -0.053018 0.032755 0.154487 0.090005 0.180656 -0.031764 0.138854 -0.041926 -0.015100 0.023689 0.019879 -0.140040 -0.087285 0.108112 -0.099999 0.008816 0.100898 0.016362 -0.097278 0.006657 0.135579 0.084531 -0.104451 -0.050922 -0.005069 -0.090999 -0.058634 0.041510 0.087997 -0.032298 0.167736 0.052339 0.115338 0.166013 -0.102984 -0.044699 -0.002892 -0.116282 0.075524 -0.118321 -0.122482 0.015333 -0.011943 -0.090831 0.145529 0.177123 -0.024245 0.026723 -0.025360 0.011982 0.025663 -0.061346 0.001786 0.070109 0.079919 -0.107146 0.024042 -0.126187 0.062828 -0.020932 -0.182635 0.093945 -0.009098 -0.086832 0.104331 -0.045632 -0.019259 -0.008896 0.090827 0.146945 -0.007136 0.145349 -0.019796 -0.036470 0.053983 -0.157381 -0.117515 0.079965 0.023461 -0.003390 0.000215 0.080320 -0.066883 0.168582 -0.034585 0.190522 0.160313 -0.068561 -0.051839 -0.103356 -0.042214 -0.094146 0.142095 -0.044334 0.130811 0.047259 -0.073947 -0.077062 -0.008286 -0.014283 0.019236 0.112435 -0.027115 -0.061105 0.092980 -0.101193 -0.024755 -0.190514 -0.054354 0.054203 -0.070268 -0.027942 0.194796 -0.185071 -0.045217 0.066159 0.050128 -0.130371
0.009824 -0.064633 0.040149 0.006706 -0.026935 0.087069 -0.105689 -0.123094 0.150743 -0.031072 -0.015737 0.105431 0.023351 0.132178 -0.122278 0.116731 0.003340 -0.133330 -0.085334 -0.040992 -0.121984 0.112035 0.035364 -0.061457 -0.087244 0.073351 0.181279 0.076254 -0.049987 -0.198285 0.040077 0.048393 0.061132 -0.022194 0.075602 -0.009252 0.098435 0.041891 -0.044591 0.093604 -0.150123 0.073970 0.114874 -0.014575 -0.077982 -0.012008 -0.046610 0.055742 0.037453 0.076873 -0.094040 0.036467 -0.037981 -0.110379 -0.020027 0.073456 0.123834 0.049441 0.015712 -0.079039 0.128380 0.143877 -0.043738 -0.096613 -0.041227 -0.045227 0.017253 -0.059897 -0.047526 0.001679 0.053747 0.020742 0.008883 0.033884 0.009961 -0.094748 0.064278 0.127709 0.068843 0.065627 -0.024881 -0.053310 -0.096192 -0.000238 -0.092633 0.141053 -0.090877 -0.063922 -0.030664 0.015791 0.144935 -0.066731 -0.078411 0.052682 -0.064584 0.064450 0.020232 0.015323 -0.089673 0.045788 0.079002 -0.022909 -0.078424 -0.115963 -0.106036 -0.025625 -0.027570 0.085437 -0.166742 0.004133 0.031731 0.113828 0.015282 0.015883 0.076470 0.191443 0.093618 -0.018813 -0.177259 0.006480 0.070430 -0.075812 0.112928 -0.103511 0.091936 -0.131177 -0.054688 -0.144178
-0.003509 0.005566 -0.122689 0.180531 -0.085278 0.017842 0.105448 0.096930 0.046239 0.028336 -0.160551 0.015942 -0.009424 -0.091047 -0.143700 -0.095285 0.146589 0.082117 -0.058267 0.103896 0.038856 -0.119017 0.038876 -0.004051 -0.089114 -0.047324 -0.078588 -0.047546 0.183521 0.145392 -0.043110 0.135093 -0.017216 0.031317 0.057361 0.063038 0.145767 0.156291 0.024327 -0.188581 0.077839 0.010443 -0.125004 -0.165815 -0.005656 0.138608 0.010544 0.076260 -0.047710 -0.053471 -0.123443 0.106382 0.058763 0.034746 0.041284 -0.077464 0.095792 0.077602 0.010309 -0.138981 0.029019 -0.033685 -0.074698 -0.069556 -0.004412 -0.061698 -0.019582 0.037123 -0.097165 -0.130279 0.191254 0.020672 0.116306 -0.001078 -0.179349 0.132121 -0.029813 0.035828 -0.042974 0.029773 -0.074865 0.034376 0.035852 0.136261 0.016557 0.030095 0.106477 0.045891 -0.047966 0.053169 0.091526 -0.136388 -0.012580 -0.046492 -0.021631 0.031183 0.064437 0.046668 -0.089542 -0.127155 0.078111 0.052663 0.013105 -0.013569 0.033037 -0.048613 -0.041501 -0.088661 -0.174227 0.107675 0.040278 0.015112 0.006988 -0.068015 -0.049634 0.039734 0.121288 -0.013374 0.001821 0.034539 -0.002530 0.007171 -0.011602 -0.130631 0.125191 -0.056378 -0.056648 -0.182309
-0.040886 0.116948 -0.002701 -0.031188 -0.108190 -0.028056 0.140484 0.076888 0.183046 -0.127180 0.028406 0.135585 0.097449 0.012328 0.077663 -0.056181 0.041989 -0.060263 -0.142684 -0.026520 -0.080235 0.100002 -0.042951 0.076491 -0.118102 -0.132031 0.039454 0.014053 0.081588 0.161159 -0.077319 -0.113292 -0.105971 -0.116119 -0.116223 0.001224 0.049286 -0.102423 -0.098711 -0.096322 -0.156028 -0.075994 -0.031341 -0.141494 0.022001 -0.022581 -0.117211 0.042721 0.110278 -0.122930 0.020975 -0.015917 -0.127984 -0.008093 -0.031233 0.139022 0.000067 0.115723 -0.057262 0.012482 -0.055356 0.070258 -0.058650 0.023097 0.026127 0.007970 -0.028041 -0.078484 -0.039614 0.101443 0.000957 0.015770 0.120947 0.124074 -0.199394 0.008508 0.095114 -0.194935 0.027366 0.156608 -0.061851 0.088995 -0.164027 0.023704 -0.042777 0.049361 -0.161503 -0.006275 -0.143079 -0.046828 -0.018773 -0.080001 0.015117 0.076194 0.098884 0.008559 0.127752 0.065245 -0.034642 -0.079714 0.098161 0.075098 0.117004 0.028504 0.030791 -0.172806 0.043994 -0.026179 -0.074295 -0.108814 0.090599 0.039716 -0.200701 0.044818 0.103643 0.125265 -0.019841 0.063186 -0.013322 -0.027041 -0.069384 0.049350 0.033965 0.050269 -0.058935 0.023398 -0.000652 0.125581
-0.072554 0.052145 -0.001116 -0.069677 -0.036581 0.077880 -0.059899 -0.027708 -0.059538 -0.075881 -0.020185 -0.001887 -0.077174 0.031834 -0.126320 0.061406 0.043698 -0.030655 0.019775 -0.188315 -0.111878 -0.124482 -0.054135 0.012248 -0.028924 -0.024812 -0.104308 0.100247 0.038624 0.052625 0.078729 -0.044326 -0.169396 0.044749 -0.087012 0.073767 -0.073786 0.042453 0.035738 -0.044087 -0.116263 0.007197 0.073833 -0.042737 0.098380 0.051082 -0.095021 -0.063583 -0.177880 -0.065088 -0.130175 -0.151062 0.017980 -0.105606 0.074549 0.014658 -0.001533 0.138552 0.166443 -0.034001 0.073849 -0.063826 -0.056562 0.031400 0.153531 0.117022 0.059222 0.111283 -0.145981 -0.001007 -0.051942 -0.146221 -0.173759 0.109144 0.132818 -0.018657 -0.036603 0.055073 -0.050708 0.000891 0.046628 0.022120 0.063689 -0.125958 0.102531 -0.058879 0.095193 0.076402 0.149607 0.052380 -0.017221 0.106681 -0.035779 -0.064699 -0.075880 -0.034109 0.130827 -0.032168 0.007486 -0.022864 -0.037620 -0.048769 0.057863 -0.158887 0.071287 0.154494 -0.012882 0.086999 -0.065499 0.020415 -0.138821 -0.031120 0.072962 0.190165 0.056207 -0.039894 0.072757 0.054687 0.043418 -0.002090 0.010216 -0.019372 0.067652 -0.102899 0.131316 -0.063388 -0.014201 0.023145
-0.119383 -0.080378 -0.021007 0.038566 0.042422 0.122734 0.020164 -0.043036 0.074547 0.036555 0.083808 -0.087850 -0.178529 0.051472 -0.015321 -0.038149 0.026989 -0.035048 -0.014976 -0.010750 0.044956 -0.013999 -0.099235 0.119273 0.147089 -0.030230 -0.105707 0.027683 -0.047690 -0.123577 0.107941 0.023829 -0.109546 -0.053016 0.143196 -0.087716 0.016723 -0.157244 -0.062523 -0.144322 -0.048908 0.026806 0.069772 0.053051 -0.024428 -0.110000 0.044893 -0.099736 0.057860 -0.010423 0.071090 0.093574 0.046108 -0.003352 0.165179 -0.059162 0.101559 -0.177906 0.076961 0.052749 -0.054085 0.031846 0.139444 -0.053167 0.106439 -0.157719 0.073108 0.072277 -0.104125 -0.062890 0.125005 0.192962 0.130066 -0.020330 0.010147 -0.126376 0.011153 0.026948 -0.006348 0.069022 -0.001994 0.119809 -0.043729 0.070009 0.120058 0.168642 0.051553 0.005006 -0.014688 -0.037072 -0.084094 0.014271 -0.107601 -0.017873 -0.053209 -0.065397 -0.038419 -0.031699 -0.093999 -0.002486 -0.153704 0.008768 -0.177318 -0.200697 0.108465 0.063952 0.014409 -0.173879 -0.031721 -0.092177 -0.146465 0.039520 0.068045 0.011918 -0.093835 0.025643 -0.087497 -0.083109 -0.041287 0.103157 0.106604 -0.019665 -0.004827 0.035536 0.145296 -0.008197 0.069419 -0.035567
-0.155283 0.126598 -0.015279 -0.135979 -0.109282 -0.176310 -0.185716 -0.099729 -0.032945 -0.084308 0.078322 0.039657 -0.072525 0.088285 0.072410 -0.149956 0.176132 -0.077935 -0.030903 0.030300 0.178578 -0.016126 -0.015152 -0.027148 -0.088147 0.173599 0.115913 0.105203 -0.038056 0.079890 -0.136145 -0.155596 0.064329 -0.064295 0.011951 0.148483 -0.020764 -0.017318 0.038029 -0.108434 -0.140079 -0.097903 -0.033916 -0.060786 0.044755 -0.064694 0.064210 0.058080 0.092443 -0.041387 0.044445 0.075064 0.000485 0.076848 0.012783 0.050152 -0.009424 -0.054183 0.002933 -0.005136 -0.072007 0.051330 0.087105 -0.133771 0.002340 0.032584 -0.027910 0.129518 0.065765 -0.093580 -0.053458 -0.090880 0.153183 0.060207 -0.113325 -0.146227 0.100525 -0.069550 0.179181 0.096947 -0.027418 -0.036652 0.104695 -0.060378 -0.091676 -0.067233 -0.065172 0.014199 0.072312 -0.030795 0.058217 -0.072799 0.042469 -0.020265 0.068326 0.141891 -0.010453 0.028447 -0.098649 -0.083426 -0.182840 -0.033607 0.123115 -0.081160 0.132956 -0.109458 -0.117512 0.035356 0.157278 -0.077273 0.005158 -0.106724 0.155055 0.066585 0.028113 -0.037660 0.093693 0.136338 0.070738 -0.127365 0.034791 -0.030473 -0.036172 0.035037 0.017575 0.030834 -0.007414 -0.078381
